ActionDay,AskPrice1,AskPrice2,AskPrice3,AskPrice4,AskPrice5,AskVolume1,AskVolume2,AskVolume3,AskVolume4,AskVolume5,AveragePrice,BidPrice1,BidPrice2,BidPrice3,BidPrice4,BidPrice5,BidVolume1,BidVolume2,BidVolume3,BidVolume4,BidVolume5,ClosePrice,CurrDelta,ExchangeID,ExchangeInstID,HighestPrice,InstrumentID,LastPrice,LowerLimitPrice,LowestPrice,OpenInterest,OpenPrice,PreClosePrice,PreDelta,PreOpenInterest,PreSettlementPrice,SettlementPrice,TradingDay,Turnover,UpdateMillisec,UpdateTime,UpperLimitPrice,Volume
20231107,,,,,,0,0,0,0,0,0.0,,,,,,0,0,0,0,0,,,CFFEX,,,IC2311,5596.0,5031.2,,71232.0,,5596.0,,71232.0,5590.2,,20231107,0.0,0,07:03:54,6149.2,0
20231107,5588.4,,,,,1,0,0,0,0,1117600.0,5588.0,,,,,39,0,0,0,0,,,CFFEX,,5588.0,IC2311,5588.0,5031.2,5588.0,71164.0,5588.0,5596.0,,71232.0,5590.2,,20231107,101701600.0,0,09:29:00,6149.2,91
20231107,5589.4,,,,,2,0,0,0,0,1117605.45455,5588.2,,,,,1,0,0,0,0,,,CFFEX,,5589.4,IC2311,5588.0,5031.2,5588.0,71151.0,5588.0,5596.0,,71232.0,5590.2,,20231107,122936600.0,500,09:30:00,6149.2,110
20231107,5589.2,,,,,3,0,0,0,0,1117617.86667,5588.0,,,,,16,0,0,0,0,,,CFFEX,,5589.4,IC2311,5588.0,5031.2,5588.0,71124.0,5588.0,5596.0,,71232.0,5590.2,,20231107,167642680.0,0,09:30:01,6149.2,150
20231107,5588.2,,,,,3,0,0,0,0,1117620.11696,5588.0,,,,,10,0,0,0,0,,,CFFEX,,5589.4,IC2311,5588.2,5031.2,5588.0,71110.0,5588.0,5596.0,,71232.0,5590.2,,20231107,191113040.0,500,09:30:01,6149.2,171
20231107,5588.0,,,,,1,0,0,0,0,1117615.41126,5587.0,,,,,12,0,0,0,0,,,CFFEX,,5589.4,IC2311,5588.0,5031.2,5587.0,71070.0,5588.0,5596.0,,71232.0,5590.2,,20231107,258169160.0,0,09:30:02,6149.2,231
20231107,5587.8,,,,,3,0,0,0,0,1117601.43426,5587.0,,,,,2,0,0,0,0,,,CFFEX,,5589.4,IC2311,5587.0,5031.2,5587.0,71053.0,5588.0,5596.0,,71232.0,5590.2,,20231107,280517960.0,500,09:30:02,6149.2,251
20231107,5587.6,,,,,1,0,0,0,0,1117596.88716,5586.8,,,,,1,0,0,0,0,,,CFFEX,,5589.4,IC2311,5587.4,5031.2,5586.8,71048.0,5588.0,5596.0,,71232.0,5590.2,,20231107,287222400.0,0,09:30:03,6149.2,257
20231107,5588.0,,,,,6,0,0,0,0,1117588.8,5587.8,,,,,1,0,0,0,0,,,CFFEX,,5589.4,IC2311,5587.8,5031.2,5586.8,71038.0,5588.0,5596.0,,71232.0,5590.2,,20231107,307336920.0,500,09:30:03,6149.2,275
20231107,5587.8,,,,,2,0,0,0,0,1117588.29932,5587.6,,,,,1,0,0,0,0,,,CFFEX,,5589.4,IC2311,5586.0,5031.2,5586.0,71031.0,5588.0,5596.0,,71232.0,5590.2,,20231107,328570960.0,0,09:30:04,6149.2,294
