r1,r2,r3,ap,at,sl,pnl,trades
0.9,0.15,0.45,2,0.5,2.4,-13.000000000001059,3
0.95,0.05,0.55,2,0.5,2.4,-13.000000000001059,3
0.9,0.0,0.55,2,0.5,2.4,-13.000000000001059,3
0.95,0.4,0.3,2,0.5,2.4,-13.000000000001059,3
0.9,0.05,0.55,2,0.5,2.4,-13.000000000001059,3
0.85,0.05,0.55,2,0.5,2.4,-13.000000000001059,3
0.95,0.6,0.2,2,0.5,2.4,-13.000000000001059,3
0.95,0.5,0.25,2,0.5,2.4,-13.000000000001059,3
0.95,0.3,0.35,2,0.5,2.4,-13.000000000001059,3
0.9,0.1,0.5,2,0.5,2.4,-13.000000000001059,3
0.95,0.2,0.4,2,0.5,2.4,-13.000000000001059,3
0.95,0.15,0.45,2,0.5,2.4,-13.000000000001059,3
0.95,0.0,0.6,2,0.5,2.4,-13.000000000001059,3
0.95,0.1,0.5,2,0.5,2.4,-13.000000000001059,3
0.9,0.0,0.6,2,0.5,2.4,-13.000000000001059,3
0.9,0.2,0.4,2,0.5,2.4,-13.000000000001059,3
0.9,0.3,0.35,2,0.5,2.4,-13.000000000001059,3
0.85,0.0,0.6,2,0.5,2.4,-13.000000000001059,3
0.85,0.1,0.5,2,0.5,2.4,-13.000000000001059,3
0.95,0.55,0.15,2,0.5,2.4,-14.200000000001422,5
0.9,0.4,0.2,2,0.5,2.4,-15.400000000001242,3
0.85,0.2,0.3,2,0.5,2.4,-22.599999999998694,7
0.95,0.65,0.1,2,0.5,2.4,-23.400000000000695,5
0.95,0.5,0.2,2,0.5,2.4,-34.00000000000232,9
0.9,0.5,0.15,2,0.5,2.4,-35.79999999999852,11
0.85,0.0,0.55,2,0.5,2.4,-43.20000000000145,5
0.95,0.45,0.25,2,0.5,2.4,-43.20000000000145,5
0.95,0.35,0.3,2,0.5,2.4,-43.20000000000145,5
0.95,0.55,0.2,2,0.5,2.4,-43.20000000000145,5
0.9,0.35,0.3,2,0.5,2.4,-43.20000000000145,5
0.9,0.05,0.5,2,0.5,2.4,-47.200000000001786,5
0.9,0.1,0.45,2,0.5,2.4,-47.200000000001786,5
0.95,0.25,0.35,2,0.5,2.4,-47.200000000001786,5
0.8,0.1,0.35,2,0.5,2.4,-49.79999999999834,21
0.95,0.4,0.25,2,0.5,2.4,-51.80000000000195,7
0.9,0.15,0.4,2,0.5,2.4,-51.80000000000195,7
0.95,0.3,0.3,2,0.5,2.4,-54.80000000000178,5
0.8,0.0,0.4,2,0.5,2.4,-59.60000000000418,3
0.85,0.3,0.35,2,0.5,2.4,-60.0000000000009,3
0.9,0.5,0.25,2,0.5,2.4,-60.0000000000009,3
0.85,0.15,0.45,2,0.5,2.4,-60.0000000000009,3
0.8,0.1,0.5,2,0.5,2.4,-60.0000000000009,3
0.8,0.05,0.55,2,0.5,2.4,-60.0000000000009,3
0.8,0.0,0.55,2,0.5,2.4,-60.0000000000009,3
0.95,0.7,0.15,2,0.5,2.4,-60.0000000000009,3
0.9,0.4,0.3,2,0.5,2.4,-60.0000000000009,3
0.85,0.2,0.4,2,0.5,2.4,-60.0000000000009,3
0.9,0.45,0.25,2,0.5,2.4,-60.0000000000009,3
0.95,0.75,0.15,2,0.5,2.4,-60.0000000000009,3
0.9,0.55,0.2,2,0.5,2.4,-60.0000000000009,3
0.8,0.0,0.6,2,0.5,2.4,-60.0000000000009,3
0.9,0.55,0.1,2,0.5,2.4,-60.400000000004724,5
0.8,0.05,0.35,2,0.5,2.4,-60.400000000004724,5
0.85,0.3,0.2,2,0.5,2.4,-60.400000000004724,5
0.9,0.3,0.3,2,0.5,2.4,-64.2000000000027,11
0.9,0.25,0.3,2,0.5,2.4,-65.20000000000107,5
0.95,0.45,0.2,2,0.5,2.4,-65.60000000000089,3
0.6,0.9,0.2,2,0.5,2.4,-66.80000000000072,1
0.6,0.9,0.15,2,0.5,2.4,-66.80000000000072,1
0.6,0.9,0.45,2,0.5,2.4,-66.80000000000072,1
0.6,0.9,0.25,2,0.5,2.4,-66.80000000000072,1
0.6,0.9,0.3,2,0.5,2.4,-66.80000000000072,1
0.6,0.95,0.35,2,0.5,2.4,-66.80000000000072,1
0.6,0.95,0.3,2,0.5,2.4,-66.80000000000072,1
0.6,0.95,0.25,2,0.5,2.4,-66.80000000000072,1
0.6,0.95,0.2,2,0.5,2.4,-66.80000000000072,1
0.6,0.95,0.15,2,0.5,2.4,-66.80000000000072,1
0.6,0.95,0.1,2,0.5,2.4,-66.80000000000072,1
0.6,0.9,0.95,2,0.5,2.4,-66.80000000000072,1
0.6,0.9,0.9,2,0.5,2.4,-66.80000000000072,1
0.6,0.9,0.85,2,0.5,2.4,-66.80000000000072,1
0.6,0.9,0.8,2,0.5,2.4,-66.80000000000072,1
0.6,0.9,0.75,2,0.5,2.4,-66.80000000000072,1
0.6,0.9,0.7,2,0.5,2.4,-66.80000000000072,1
0.6,0.9,0.65,2,0.5,2.4,-66.80000000000072,1
0.6,0.9,0.6,2,0.5,2.4,-66.80000000000072,1
0.6,0.9,0.55,2,0.5,2.4,-66.80000000000072,1
0.6,0.9,0.5,2,0.5,2.4,-66.80000000000072,1
0.6,0.85,0.9,2,0.5,2.4,-66.80000000000072,1
0.6,0.9,0.4,2,0.5,2.4,-66.80000000000072,1
0.6,0.9,0.35,2,0.5,2.4,-66.80000000000072,1
0.6,0.85,0.95,2,0.5,2.4,-66.80000000000072,1
0.6,0.85,0.5,2,0.5,2.4,-66.80000000000072,1
0.6,0.85,0.85,2,0.5,2.4,-66.80000000000072,1
0.6,0.85,0.8,2,0.5,2.4,-66.80000000000072,1
0.6,0.8,0.3,2,0.5,2.4,-66.80000000000072,1
0.6,0.8,0.25,2,0.5,2.4,-66.80000000000072,1
0.6,0.8,0.2,2,0.5,2.4,-66.80000000000072,1
0.6,0.8,0.15,2,0.5,2.4,-66.80000000000072,1
0.6,0.75,0.95,2,0.5,2.4,-66.80000000000072,1
0.6,0.75,0.9,2,0.5,2.4,-66.80000000000072,1
0.6,0.75,0.85,2,0.5,2.4,-66.80000000000072,1
0.6,0.75,0.8,2,0.5,2.4,-66.80000000000072,1
0.6,0.75,0.75,2,0.5,2.4,-66.80000000000072,1
0.6,0.75,0.7,2,0.5,2.4,-66.80000000000072,1
0.6,0.75,0.65,2,0.5,2.4,-66.80000000000072,1
0.6,0.75,0.6,2,0.5,2.4,-66.80000000000072,1
0.6,0.75,0.55,2,0.5,2.4,-66.80000000000072,1
0.6,0.75,0.5,2,0.5,2.4,-66.80000000000072,1
0.6,0.75,0.45,2,0.5,2.4,-66.80000000000072,1
0.6,0.75,0.4,2,0.5,2.4,-66.80000000000072,1
0.6,0.75,0.35,2,0.5,2.4,-66.80000000000072,1
0.6,0.75,0.3,2,0.5,2.4,-66.80000000000072,1
0.6,0.75,0.25,2,0.5,2.4,-66.80000000000072,1
0.6,0.75,0.2,2,0.5,2.4,-66.80000000000072,1
0.6,0.7,0.95,2,0.5,2.4,-66.80000000000072,1
0.6,0.7,0.9,2,0.5,2.4,-66.80000000000072,1
0.6,0.7,0.85,2,0.5,2.4,-66.80000000000072,1
0.6,0.8,0.35,2,0.5,2.4,-66.80000000000072,1
0.6,0.8,0.4,2,0.5,2.4,-66.80000000000072,1
0.6,0.8,0.45,2,0.5,2.4,-66.80000000000072,1
0.6,0.85,0.25,2,0.5,2.4,-66.80000000000072,1
0.6,0.85,0.75,2,0.5,2.4,-66.80000000000072,1
0.6,0.85,0.7,2,0.5,2.4,-66.80000000000072,1
0.6,0.85,0.65,2,0.5,2.4,-66.80000000000072,1
0.6,0.85,0.6,2,0.5,2.4,-66.80000000000072,1
0.6,0.85,0.55,2,0.5,2.4,-66.80000000000072,1
0.6,0.95,0.45,2,0.5,2.4,-66.80000000000072,1
0.6,0.85,0.45,2,0.5,2.4,-66.80000000000072,1
0.6,0.85,0.4,2,0.5,2.4,-66.80000000000072,1
0.6,0.85,0.35,2,0.5,2.4,-66.80000000000072,1
0.6,0.85,0.3,2,0.5,2.4,-66.80000000000072,1
0.6,0.85,0.2,2,0.5,2.4,-66.80000000000072,1
0.6,0.8,0.5,2,0.5,2.4,-66.80000000000072,1
0.6,0.85,0.15,2,0.5,2.4,-66.80000000000072,1
0.6,0.8,0.95,2,0.5,2.4,-66.80000000000072,1
0.6,0.8,0.9,2,0.5,2.4,-66.80000000000072,1
0.6,0.8,0.85,2,0.5,2.4,-66.80000000000072,1
0.6,0.8,0.8,2,0.5,2.4,-66.80000000000072,1
0.6,0.8,0.75,2,0.5,2.4,-66.80000000000072,1
0.6,0.8,0.7,2,0.5,2.4,-66.80000000000072,1
0.6,0.8,0.65,2,0.5,2.4,-66.80000000000072,1
0.6,0.8,0.6,2,0.5,2.4,-66.80000000000072,1
0.6,0.8,0.55,2,0.5,2.4,-66.80000000000072,1
0.6,0.95,0.4,2,0.5,2.4,-66.80000000000072,1
0.6,0.95,0.95,2,0.5,2.4,-66.80000000000072,1
0.6,0.95,0.5,2,0.5,2.4,-66.80000000000072,1
0.65,0.2,0.45,2,0.5,2.4,-66.80000000000072,1
0.65,0.3,0.5,2,0.5,2.4,-66.80000000000072,1
0.65,0.3,0.45,2,0.5,2.4,-66.80000000000072,1
0.65,0.3,0.4,2,0.5,2.4,-66.80000000000072,1
0.65,0.25,0.95,2,0.5,2.4,-66.80000000000072,1
0.65,0.25,0.9,2,0.5,2.4,-66.80000000000072,1
0.65,0.25,0.85,2,0.5,2.4,-66.80000000000072,1
0.65,0.25,0.8,2,0.5,2.4,-66.80000000000072,1
0.65,0.25,0.75,2,0.5,2.4,-66.80000000000072,1
0.65,0.25,0.7,2,0.5,2.4,-66.80000000000072,1
0.65,0.25,0.65,2,0.5,2.4,-66.80000000000072,1
0.65,0.25,0.6,2,0.5,2.4,-66.80000000000072,1
0.65,0.25,0.55,2,0.5,2.4,-66.80000000000072,1
0.65,0.25,0.5,2,0.5,2.4,-66.80000000000072,1
0.65,0.25,0.45,2,0.5,2.4,-66.80000000000072,1
0.65,0.25,0.4,2,0.5,2.4,-66.80000000000072,1
0.65,0.25,0.0,2,0.5,2.4,-66.80000000000072,1
0.65,0.2,0.95,2,0.5,2.4,-66.80000000000072,1
0.65,0.2,0.9,2,0.5,2.4,-66.80000000000072,1
0.65,0.2,0.85,2,0.5,2.4,-66.80000000000072,1
0.65,0.2,0.8,2,0.5,2.4,-66.80000000000072,1
0.65,0.2,0.75,2,0.5,2.4,-66.80000000000072,1
0.65,0.2,0.7,2,0.5,2.4,-66.80000000000072,1
0.65,0.2,0.65,2,0.5,2.4,-66.80000000000072,1
0.65,0.2,0.6,2,0.5,2.4,-66.80000000000072,1
0.65,0.2,0.55,2,0.5,2.4,-66.80000000000072,1
0.65,0.3,0.55,2,0.5,2.4,-66.80000000000072,1
0.65,0.3,0.6,2,0.5,2.4,-66.80000000000072,1
0.65,0.3,0.65,2,0.5,2.4,-66.80000000000072,1
0.65,0.35,0.7,2,0.5,2.4,-66.80000000000072,1
0.65,0.4,0.6,2,0.5,2.4,-66.80000000000072,1
0.65,0.4,0.55,2,0.5,2.4,-66.80000000000072,1
0.65,0.4,0.5,2,0.5,2.4,-66.80000000000072,1
0.65,0.4,0.45,2,0.5,2.4,-66.80000000000072,1
0.65,0.4,0.4,2,0.5,2.4,-66.80000000000072,1
0.65,0.4,0.35,2,0.5,2.4,-66.80000000000072,1
0.65,0.35,0.95,2,0.5,2.4,-66.80000000000072,1
0.65,0.35,0.9,2,0.5,2.4,-66.80000000000072,1
0.65,0.35,0.85,2,0.5,2.4,-66.80000000000072,1
0.65,0.35,0.8,2,0.5,2.4,-66.80000000000072,1
0.65,0.35,0.75,2,0.5,2.4,-66.80000000000072,1
0.65,0.35,0.65,2,0.5,2.4,-66.80000000000072,1
0.65,0.3,0.7,2,0.5,2.4,-66.80000000000072,1
0.65,0.35,0.6,2,0.5,2.4,-66.80000000000072,1
0.65,0.35,0.55,2,0.5,2.4,-66.80000000000072,1
0.65,0.35,0.5,2,0.5,2.4,-66.80000000000072,1
0.65,0.35,0.45,2,0.5,2.4,-66.80000000000072,1
0.65,0.35,0.4,2,0.5,2.4,-66.80000000000072,1
0.65,0.35,0.35,2,0.5,2.4,-66.80000000000072,1
0.65,0.3,0.95,2,0.5,2.4,-66.80000000000072,1
