r1,r2,r3,ap,at,sl,pnl,trades
0.1,0.2,0.2,2,0.5,2.4,128.79999999999643,4
0.05,0.95,0.05,2,0.5,2.4,128.79999999999643,4
0.25,0.65,0.1,2,0.5,2.4,128.79999999999643,4
0.15,0.95,0.05,2,0.5,2.4,128.79999999999643,4
0.1,0.95,0.05,2,0.5,2.4,128.79999999999643,4
0.05,0.4,0.15,2,0.5,2.4,128.79999999999643,4
0.35,0.95,0.05,2,0.5,2.4,128.79999999999643,4
0.3,0.65,0.1,2,0.5,2.4,128.79999999999643,4
0.25,0.95,0.05,2,0.5,2.4,128.79999999999643,4
0.05,0.65,0.1,2,0.5,2.4,128.79999999999643,4
0.15,0.4,0.15,2,0.5,2.4,128.79999999999643,4
0.2,0.95,0.05,2,0.5,2.4,128.79999999999643,4
0.4,0.95,0.05,2,0.5,2.4,128.79999999999643,4
0.2,0.65,0.1,2,0.5,2.4,128.79999999999643,4
0.1,0.4,0.15,2,0.5,2.4,128.79999999999643,4
0.25,0.4,0.15,2,0.5,2.4,128.79999999999643,4
0.3,0.2,0.2,2,0.5,2.4,128.79999999999643,4
0.05,0.2,0.2,2,0.5,2.4,128.79999999999643,4
0.2,0.4,0.15,2,0.5,2.4,128.79999999999643,4
0.0,0.65,0.1,2,0.5,2.4,128.79999999999643,4
0.15,0.2,0.2,2,0.5,2.4,128.79999999999643,4
0.0,0.2,0.2,2,0.5,2.4,128.79999999999643,4
0.2,0.2,0.2,2,0.5,2.4,128.79999999999643,4
0.35,0.65,0.1,2,0.5,2.4,128.79999999999643,4
0.35,0.4,0.15,2,0.5,2.4,128.79999999999643,4
0.15,0.65,0.1,2,0.5,2.4,128.79999999999643,4
0.3,0.4,0.15,2,0.5,2.4,128.79999999999643,4
0.1,0.65,0.1,2,0.5,2.4,128.79999999999643,4
0.0,0.95,0.05,2,0.5,2.4,128.79999999999643,4
0.0,0.4,0.15,2,0.5,2.4,128.79999999999643,4
0.3,0.95,0.05,2,0.5,2.4,128.79999999999643,4
0.25,0.2,0.2,2,0.5,2.4,128.79999999999643,4
0.3,0.0,0.2,2,0.5,2.4,124.59999999999732,4
0.1,0.15,0.15,2,0.5,2.4,124.59999999999732,4
0.35,0.6,0.05,2,0.5,2.4,124.59999999999732,4
0.1,0.0,0.2,2,0.5,2.4,124.59999999999732,4
0.25,0.3,0.1,2,0.5,2.4,124.59999999999732,4
0.0,0.0,0.2,2,0.5,2.4,124.59999999999732,4
0.15,0.6,0.05,2,0.5,2.4,124.59999999999732,4
0.05,0.0,0.2,2,0.5,2.4,124.59999999999732,4
0.0,0.3,0.1,2,0.5,2.4,124.59999999999732,4
0.3,0.3,0.1,2,0.5,2.4,124.59999999999732,4
0.0,0.15,0.15,2,0.5,2.4,124.59999999999732,4
0.1,0.6,0.05,2,0.5,2.4,124.59999999999732,4
0.15,0.15,0.15,2,0.5,2.4,124.59999999999732,4
0.2,0.6,0.05,2,0.5,2.4,124.59999999999732,4
0.3,0.6,0.05,2,0.5,2.4,124.59999999999732,4
0.15,0.0,0.2,2,0.5,2.4,124.59999999999732,4
0.05,0.15,0.15,2,0.5,2.4,124.59999999999732,4
0.25,0.15,0.15,2,0.5,2.4,124.59999999999732,4
0.35,0.3,0.1,2,0.5,2.4,124.59999999999732,4
0.2,0.0,0.2,2,0.5,2.4,124.59999999999732,4
0.2,0.15,0.15,2,0.5,2.4,124.59999999999732,4
0.05,0.6,0.05,2,0.5,2.4,124.59999999999732,4
0.2,0.3,0.1,2,0.5,2.4,124.59999999999732,4
0.3,0.15,0.15,2,0.5,2.4,124.59999999999732,4
0.25,0.0,0.2,2,0.5,2.4,124.59999999999732,4
0.15,0.3,0.1,2,0.5,2.4,124.59999999999732,4
0.05,0.3,0.1,2,0.5,2.4,124.59999999999732,4
0.1,0.3,0.1,2,0.5,2.4,124.59999999999732,4
