r1,r2,r3,ap,at,sl,pnl,trades
0.15,0.1,0.05,2,0.5,2.4,329.200000000011,6
0.1,0.1,0.0,2,0.5,2.4,327.2000000000055,4
0.15,0.15,0.0,2,0.5,2.4,203.40000000000992,6
0.0,0.0,0.05,2,0.5,2.4,196.80000000000703,7
0.05,0.1,0.0,2,0.5,2.4,192.20000000000795,10
0.05,0.0,0.1,2,0.5,2.4,183.80000000000757,7
0.1,0.15,0.0,2,0.5,2.4,164.6000000000074,10
0.0,0.1,0.0,2,0.5,2.4,161.2000000000072,10
0.0,0.05,0.05,2,0.5,2.4,149.60000000000738,10
0.0,0.0,0.1,2,0.5,2.4,149.60000000000738,10
0.05,0.15,0.0,2,0.5,2.4,148.80000000000777,10
0.0,0.15,0.0,2,0.5,2.4,148.80000000000777,10
0.0,0.05,0.0,2,0.5,2.4,127.60000000000556,9
0.05,0.05,0.05,2,0.5,2.4,114.6000000000061,9
0.1,0.0,0.15,2,0.5,2.4,114.20000000000732,8
0.1,0.1,0.05,2,0.5,2.4,112.6000000000066,10
0.0,0.05,0.1,2,0.5,2.4,96.0000000000077,10
0.05,0.1,0.05,2,0.5,2.4,96.0000000000077,10
0.05,0.0,0.15,2,0.5,2.4,96.0000000000077,10
0.0,0.1,0.05,2,0.5,2.4,96.0000000000077,10
0.0,0.0,0.15,2,0.5,2.4,96.0000000000077,10
0.05,0.05,0.1,2,0.5,2.4,96.0000000000077,10
0.0,0.2,0.0,2,0.5,2.4,79.40000000000845,10
0.15,0.2,0.0,2,0.5,2.4,79.40000000000845,10
0.1,0.2,0.0,2,0.5,2.4,79.40000000000845,10
0.05,0.2,0.0,2,0.5,2.4,79.40000000000845,10
0.15,0.15,0.05,2,0.5,2.4,74.20000000000861,10
0.05,0.05,0.0,2,0.5,2.4,64.60000000000241,3
0.1,0.05,0.15,2,0.5,2.4,63.20000000000825,10
0.05,0.0,0.2,2,0.5,2.4,63.20000000000825,10
0.05,0.1,0.1,2,0.5,2.4,63.20000000000825,10
0.0,0.1,0.1,2,0.5,2.4,63.20000000000825,10
0.1,0.1,0.1,2,0.5,2.4,63.20000000000825,10
0.1,0.15,0.05,2,0.5,2.4,63.20000000000825,10
0.05,0.15,0.05,2,0.5,2.4,63.20000000000825,10
0.0,0.15,0.05,2,0.5,2.4,63.20000000000825,10
0.0,0.05,0.15,2,0.5,2.4,63.20000000000825,10
0.05,0.05,0.15,2,0.5,2.4,63.20000000000825,10
0.1,0.0,0.2,2,0.5,2.4,63.20000000000825,10
0.0,0.0,0.2,2,0.5,2.4,63.20000000000825,10
0.05,0.25,0.0,2,0.5,2.4,62.20000000000845,9
0.0,0.25,0.0,2,0.5,2.4,62.20000000000845,9
0.2,0.25,0.0,2,0.5,2.4,62.20000000000845,9
0.1,0.25,0.0,2,0.5,2.4,62.20000000000845,9
0.15,0.25,0.0,2,0.5,2.4,62.20000000000845,9
0.2,0.1,0.1,2,0.5,2.4,61.00000000000733,24
0.1,0.05,0.1,2,0.5,2.4,61.00000000000642,9
0.1,0.05,0.05,2,0.5,2.4,51.60000000000296,3
0.15,0.1,0.1,2,0.5,2.4,47.60000000000788,12
0.25,0.25,0.0,2,0.5,2.4,47.20000000000738,10
0.1,0.0,0.1,2,0.5,2.4,42.60000000000369,5
0.05,0.0,0.05,2,0.5,2.4,40.00000000000258,3
0.2,0.15,0.05,2,0.5,2.4,36.20000000000826,16
