r1,r2,r3,ap,at,sl,pnl,trades
0.2,0.05,0.9,2,0.5,2.4,312.3999999999957,5
0.2,0.05,0.65,2,0.5,2.4,312.3999999999957,5
0.2,0.05,0.35,2,0.5,2.4,312.3999999999957,5
0.2,0.05,0.3,2,0.5,2.4,312.3999999999957,5
0.2,0.05,0.45,2,0.5,2.4,312.3999999999957,5
0.2,0.05,0.5,2,0.5,2.4,312.3999999999957,5
0.2,0.05,0.55,2,0.5,2.4,312.3999999999957,5
0.2,0.05,0.6,2,0.5,2.4,312.3999999999957,5
0.2,0.05,0.7,2,0.5,2.4,312.3999999999957,5
0.2,0.05,0.75,2,0.5,2.4,312.3999999999957,5
0.2,0.05,0.8,2,0.5,2.4,312.3999999999957,5
0.2,0.05,0.85,2,0.5,2.4,312.3999999999957,5
0.2,0.05,0.4,2,0.5,2.4,312.3999999999957,5
0.2,0.05,0.25,2,0.5,2.4,312.3999999999957,5
0.2,0.05,0.95,2,0.5,2.4,312.3999999999957,5
0.2,0.05,0.2,2,0.5,2.4,301.39999999999606,6
0.65,0.05,0.2,2,0.5,2.4,290.79999999999177,12
0.5,0.05,0.05,2,0.5,2.4,271.79999999999154,12
0.2,0.05,0.15,2,0.5,2.4,259.59999999999553,7
0.65,0.1,0.15,2,0.5,2.4,258.99999999999153,12
0.55,0.15,0.05,2,0.5,2.4,256.79999999999166,13
0.9,0.1,0.6,2,0.5,2.4,255.79999999999168,10
0.9,0.1,0.65,2,0.5,2.4,255.79999999999168,10
0.9,0.1,0.7,2,0.5,2.4,255.79999999999168,10
0.9,0.1,0.75,2,0.5,2.4,255.79999999999168,10
0.9,0.1,0.8,2,0.5,2.4,255.79999999999168,10
0.9,0.1,0.55,2,0.5,2.4,255.79999999999168,10
0.9,0.1,0.5,2,0.5,2.4,255.79999999999168,10
0.9,0.1,0.45,2,0.5,2.4,255.79999999999168,10
0.9,0.1,0.4,2,0.5,2.4,255.79999999999168,10
0.9,0.1,0.35,2,0.5,2.4,255.79999999999168,10
0.9,0.1,0.3,2,0.5,2.4,255.79999999999168,10
0.9,0.1,0.25,2,0.5,2.4,255.79999999999168,10
0.9,0.1,0.2,2,0.5,2.4,255.79999999999168,10
0.9,0.1,0.15,2,0.5,2.4,255.79999999999168,10
0.75,0.2,0.9,2,0.5,2.4,255.79999999999168,10
0.9,0.1,0.95,2,0.5,2.4,255.79999999999168,10
0.9,0.1,0.85,2,0.5,2.4,255.79999999999168,10
0.9,0.15,0.6,2,0.5,2.4,255.79999999999168,10
0.9,0.2,0.2,2,0.5,2.4,255.79999999999168,10
0.9,0.2,0.15,2,0.5,2.4,255.79999999999168,10
0.9,0.2,0.1,2,0.5,2.4,255.79999999999168,10
0.9,0.2,0.05,2,0.5,2.4,255.79999999999168,10
0.9,0.2,0.0,2,0.5,2.4,255.79999999999168,10
0.9,0.15,0.95,2,0.5,2.4,255.79999999999168,10
0.9,0.15,0.9,2,0.5,2.4,255.79999999999168,10
0.9,0.15,0.85,2,0.5,2.4,255.79999999999168,10
0.9,0.15,0.8,2,0.5,2.4,255.79999999999168,10
0.9,0.15,0.75,2,0.5,2.4,255.79999999999168,10
0.9,0.15,0.7,2,0.5,2.4,255.79999999999168,10
0.9,0.15,0.65,2,0.5,2.4,255.79999999999168,10
0.9,0.15,0.55,2,0.5,2.4,255.79999999999168,10
0.9,0.1,0.9,2,0.5,2.4,255.79999999999168,10
0.9,0.15,0.5,2,0.5,2.4,255.79999999999168,10
0.9,0.15,0.45,2,0.5,2.4,255.79999999999168,10
0.9,0.15,0.4,2,0.5,2.4,255.79999999999168,10
0.9,0.15,0.35,2,0.5,2.4,255.79999999999168,10
0.9,0.15,0.3,2,0.5,2.4,255.79999999999168,10
0.9,0.15,0.25,2,0.5,2.4,255.79999999999168,10
0.9,0.15,0.2,2,0.5,2.4,255.79999999999168,10
0.9,0.15,0.15,2,0.5,2.4,255.79999999999168,10
0.9,0.15,0.1,2,0.5,2.4,255.79999999999168,10
0.9,0.15,0.05,2,0.5,2.4,255.79999999999168,10
0.9,0.15,0.0,2,0.5,2.4,255.79999999999168,10
0.9,0.1,0.05,2,0.5,2.4,255.79999999999168,10
0.9,0.1,0.1,2,0.5,2.4,255.79999999999168,10
0.9,0.05,0.75,2,0.5,2.4,255.79999999999168,10
0.9,0.1,0.0,2,0.5,2.4,255.79999999999168,10
0.9,0.05,0.95,2,0.5,2.4,255.79999999999168,10
0.6,0.2,0.4,2,0.5,2.4,255.79999999999168,10
0.6,0.2,0.45,2,0.5,2.4,255.79999999999168,10
0.6,0.2,0.5,2,0.5,2.4,255.79999999999168,10
0.6,0.2,0.55,2,0.5,2.4,255.79999999999168,10
0.6,0.2,0.6,2,0.5,2.4,255.79999999999168,10
0.6,0.2,0.65,2,0.5,2.4,255.79999999999168,10
0.6,0.2,0.7,2,0.5,2.4,255.79999999999168,10
0.6,0.2,0.75,2,0.5,2.4,255.79999999999168,10
0.6,0.2,0.8,2,0.5,2.4,255.79999999999168,10
0.6,0.2,0.85,2,0.5,2.4,255.79999999999168,10
0.6,0.2,0.9,2,0.5,2.4,255.79999999999168,10
0.6,0.2,0.95,2,0.5,2.4,255.79999999999168,10
0.7,0.2,0.8,2,0.5,2.4,255.79999999999168,10
0.7,0.2,0.75,2,0.5,2.4,255.79999999999168,10
0.7,0.2,0.7,2,0.5,2.4,255.79999999999168,10
0.7,0.2,0.65,2,0.5,2.4,255.79999999999168,10
0.7,0.2,0.6,2,0.5,2.4,255.79999999999168,10
0.7,0.2,0.55,2,0.5,2.4,255.79999999999168,10
0.7,0.2,0.5,2,0.5,2.4,255.79999999999168,10
0.7,0.2,0.45,2,0.5,2.4,255.79999999999168,10
0.7,0.2,0.4,2,0.5,2.4,255.79999999999168,10
0.7,0.2,0.35,2,0.5,2.4,255.79999999999168,10
0.7,0.2,0.3,2,0.5,2.4,255.79999999999168,10
0.6,0.2,0.35,2,0.5,2.4,255.79999999999168,10
0.6,0.2,0.3,2,0.5,2.4,255.79999999999168,10
0.6,0.2,0.25,2,0.5,2.4,255.79999999999168,10
0.9,0.05,0.4,2,0.5,2.4,255.79999999999168,10
0.9,0.05,0.9,2,0.5,2.4,255.79999999999168,10
0.9,0.05,0.85,2,0.5,2.4,255.79999999999168,10
0.9,0.05,0.8,2,0.5,2.4,255.79999999999168,10
0.9,0.2,0.3,2,0.5,2.4,255.79999999999168,10
0.9,0.05,0.7,2,0.5,2.4,255.79999999999168,10
0.9,0.05,0.65,2,0.5,2.4,255.79999999999168,10
0.9,0.05,0.6,2,0.5,2.4,255.79999999999168,10
0.9,0.05,0.55,2,0.5,2.4,255.79999999999168,10
0.9,0.05,0.5,2,0.5,2.4,255.79999999999168,10
0.9,0.05,0.45,2,0.5,2.4,255.79999999999168,10
0.9,0.05,0.35,2,0.5,2.4,255.79999999999168,10
0.7,0.2,0.85,2,0.5,2.4,255.79999999999168,10
0.9,0.05,0.3,2,0.5,2.4,255.79999999999168,10
0.9,0.05,0.25,2,0.5,2.4,255.79999999999168,10
0.9,0.05,0.2,2,0.5,2.4,255.79999999999168,10
0.9,0.05,0.15,2,0.5,2.4,255.79999999999168,10
0.9,0.05,0.1,2,0.5,2.4,255.79999999999168,10
0.9,0.05,0.05,2,0.5,2.4,255.79999999999168,10
0.9,0.05,0.0,2,0.5,2.4,255.79999999999168,10
0.75,0.05,0.0,2,0.5,2.4,255.79999999999168,10
0.7,0.2,0.95,2,0.5,2.4,255.79999999999168,10
0.7,0.2,0.9,2,0.5,2.4,255.79999999999168,10
0.9,0.2,0.25,2,0.5,2.4,255.79999999999168,10
0.9,0.2,0.75,2,0.5,2.4,255.79999999999168,10
0.9,0.2,0.35,2,0.5,2.4,255.79999999999168,10
0.6,0.05,0.35,2,0.5,2.4,255.79999999999168,10
0.8,0.2,0.8,2,0.5,2.4,255.79999999999168,10
0.8,0.2,0.85,2,0.5,2.4,255.79999999999168,10
0.8,0.2,0.9,2,0.5,2.4,255.79999999999168,10
0.8,0.2,0.95,2,0.5,2.4,255.79999999999168,10
0.6,0.05,0.0,2,0.5,2.4,255.79999999999168,10
0.6,0.05,0.05,2,0.5,2.4,255.79999999999168,10
0.6,0.05,0.1,2,0.5,2.4,255.79999999999168,10
0.6,0.05,0.15,2,0.5,2.4,255.79999999999168,10
0.6,0.05,0.25,2,0.5,2.4,255.79999999999168,10
0.6,0.05,0.3,2,0.5,2.4,255.79999999999168,10
0.6,0.05,0.4,2,0.5,2.4,255.79999999999168,10
0.8,0.2,0.7,2,0.5,2.4,255.79999999999168,10
0.6,0.05,0.45,2,0.5,2.4,255.79999999999168,10
0.6,0.05,0.5,2,0.5,2.4,255.79999999999168,10
0.6,0.05,0.55,2,0.5,2.4,255.79999999999168,10
0.6,0.05,0.6,2,0.5,2.4,255.79999999999168,10
