r1,r2,r3,ap,at,sl,pnl,trades
0.9,0.4,0.05,2,0.5,2.4,-3.800000000003106,7
0.75,0.35,0.4,2,0.5,2.4,-3.800000000003106,7
0.7,0.4,0.1,2,0.5,2.4,-3.800000000003106,7
0.7,0.4,0.15,2,0.5,2.4,-3.800000000003106,7
0.7,0.4,0.2,2,0.5,2.4,-3.800000000003106,7
0.7,0.4,0.25,2,0.5,2.4,-3.800000000003106,7
0.7,0.4,0.3,2,0.5,2.4,-3.800000000003106,7
0.7,0.4,0.35,2,0.5,2.4,-3.800000000003106,7
0.7,0.4,0.4,2,0.5,2.4,-3.800000000003106,7
0.7,0.4,0.45,2,0.5,2.4,-3.800000000003106,7
0.7,0.4,0.5,2,0.5,2.4,-3.800000000003106,7
0.7,0.4,0.55,2,0.5,2.4,-3.800000000003106,7
0.7,0.4,0.6,2,0.5,2.4,-3.800000000003106,7
0.7,0.4,0.65,2,0.5,2.4,-3.800000000003106,7
0.7,0.4,0.7,2,0.5,2.4,-3.800000000003106,7
0.7,0.4,0.75,2,0.5,2.4,-3.800000000003106,7
0.7,0.4,0.8,2,0.5,2.4,-3.800000000003106,7
0.7,0.4,0.85,2,0.5,2.4,-3.800000000003106,7
0.7,0.4,0.9,2,0.5,2.4,-3.800000000003106,7
0.7,0.4,0.05,2,0.5,2.4,-3.800000000003106,7
0.7,0.4,0.0,2,0.5,2.4,-3.800000000003106,7
0.7,0.35,0.95,2,0.5,2.4,-3.800000000003106,7
0.7,0.35,0.45,2,0.5,2.4,-3.800000000003106,7
0.75,0.35,0.3,2,0.5,2.4,-3.800000000003106,7
0.75,0.35,0.25,2,0.5,2.4,-3.800000000003106,7
0.75,0.35,0.2,2,0.5,2.4,-3.800000000003106,7
0.75,0.35,0.15,2,0.5,2.4,-3.800000000003106,7
0.75,0.35,0.1,2,0.5,2.4,-3.800000000003106,7
0.75,0.35,0.05,2,0.5,2.4,-3.800000000003106,7
0.75,0.35,0.0,2,0.5,2.4,-3.800000000003106,7
0.7,0.35,0.5,2,0.5,2.4,-3.800000000003106,7
0.7,0.35,0.9,2,0.5,2.4,-3.800000000003106,7
0.7,0.35,0.55,2,0.5,2.4,-3.800000000003106,7
0.7,0.35,0.6,2,0.5,2.4,-3.800000000003106,7
0.7,0.35,0.65,2,0.5,2.4,-3.800000000003106,7
0.7,0.35,0.7,2,0.5,2.4,-3.800000000003106,7
0.7,0.35,0.75,2,0.5,2.4,-3.800000000003106,7
0.7,0.35,0.8,2,0.5,2.4,-3.800000000003106,7
0.7,0.35,0.85,2,0.5,2.4,-3.800000000003106,7
0.7,0.4,0.95,2,0.5,2.4,-3.800000000003106,7
0.75,0.4,0.6,2,0.5,2.4,-3.800000000003106,7
0.75,0.4,0.65,2,0.5,2.4,-3.800000000003106,7
0.8,0.35,0.1,2,0.5,2.4,-3.800000000003106,7
0.6,0.4,0.85,2,0.5,2.4,-3.800000000003106,7
0.6,0.4,0.8,2,0.5,2.4,-3.800000000003106,7
0.6,0.4,0.75,2,0.5,2.4,-3.800000000003106,7
0.6,0.4,0.7,2,0.5,2.4,-3.800000000003106,7
0.6,0.4,0.65,2,0.5,2.4,-3.800000000003106,7
0.8,0.35,0.0,2,0.5,2.4,-3.800000000003106,7
0.8,0.35,0.05,2,0.5,2.4,-3.800000000003106,7
0.8,0.35,0.15,2,0.5,2.4,-3.800000000003106,7
0.6,0.4,0.95,2,0.5,2.4,-3.800000000003106,7
0.8,0.35,0.2,2,0.5,2.4,-3.800000000003106,7
0.9,0.4,0.95,2,0.5,2.4,-3.800000000003106,7
0.8,0.35,0.3,2,0.5,2.4,-3.800000000003106,7
0.8,0.35,0.35,2,0.5,2.4,-3.800000000003106,7
0.8,0.35,0.4,2,0.5,2.4,-3.800000000003106,7
0.8,0.35,0.45,2,0.5,2.4,-3.800000000003106,7
0.8,0.35,0.5,2,0.5,2.4,-3.800000000003106,7
0.6,0.4,0.9,2,0.5,2.4,-3.800000000003106,7
0.95,0.4,0.35,2,0.5,2.4,-3.800000000003106,7
0.75,0.4,0.7,2,0.5,2.4,-3.800000000003106,7
0.95,0.4,0.85,2,0.5,2.4,-3.800000000003106,7
0.75,0.4,0.75,2,0.5,2.4,-3.800000000003106,7
0.75,0.4,0.8,2,0.5,2.4,-3.800000000003106,7
0.75,0.4,0.85,2,0.5,2.4,-3.800000000003106,7
0.75,0.4,0.9,2,0.5,2.4,-3.800000000003106,7
0.75,0.4,0.95,2,0.5,2.4,-3.800000000003106,7
0.95,0.4,0.95,2,0.5,2.4,-3.800000000003106,7
0.95,0.4,0.9,2,0.5,2.4,-3.800000000003106,7
0.95,0.4,0.8,2,0.5,2.4,-3.800000000003106,7
0.95,0.4,0.4,2,0.5,2.4,-3.800000000003106,7
0.95,0.4,0.75,2,0.5,2.4,-3.800000000003106,7
0.95,0.4,0.7,2,0.5,2.4,-3.800000000003106,7
0.95,0.4,0.65,2,0.5,2.4,-3.800000000003106,7
0.95,0.4,0.6,2,0.5,2.4,-3.800000000003106,7
0.95,0.4,0.55,2,0.5,2.4,-3.800000000003106,7
0.95,0.4,0.5,2,0.5,2.4,-3.800000000003106,7
0.95,0.4,0.45,2,0.5,2.4,-3.800000000003106,7
0.75,0.35,0.35,2,0.5,2.4,-3.800000000003106,7
0.75,0.35,0.45,2,0.5,2.4,-3.800000000003106,7
0.8,0.35,0.6,2,0.5,2.4,-3.800000000003106,7
0.75,0.35,0.5,2,0.5,2.4,-3.800000000003106,7
0.75,0.4,0.35,2,0.5,2.4,-3.800000000003106,7
0.75,0.4,0.3,2,0.5,2.4,-3.800000000003106,7
0.75,0.4,0.25,2,0.5,2.4,-3.800000000003106,7
0.75,0.4,0.2,2,0.5,2.4,-3.800000000003106,7
0.75,0.4,0.15,2,0.5,2.4,-3.800000000003106,7
0.75,0.4,0.1,2,0.5,2.4,-3.800000000003106,7
