datetime,open,high,low,close,volume,InstrumentID,ATR,mvag,Signal,Position,Trade_Price,Cum_PnL
2023-01-10 10:03:00,4023.8,4024.8,4022.0,4023.4,1427209,IF2301,2.8589870714128285,4017.249999999999,0,2,,-84.79999999999609
2023-01-10 10:04:00,4023.4,4026.8,4022.8,4026.6,1441171,IF2301,2.856037717842196,4017.909999999999,1,3,4026.6,-84.79999999999609
2023-01-10 10:05:00,4026.0,4027.4,4025.0,4027.0,1481028,IF2301,2.9132358319500864,4018.559999999999,0,3,,-84.79999999999609
2023-01-10 10:06:00,4027.0,4028.8,4025.0,4028.0,1507739,IF2301,2.887574040352587,4019.119999999999,0,3,,-84.79999999999609
2023-01-10 10:07:00,4028.2,4028.8,4026.6,4027.2,1525575,IF2301,2.9331953383349667,4019.779999999999,0,3,,-84.79999999999609
2023-01-10 10:08:00,4027.2,4028.8,4026.4,4027.4,1523824,IF2301,2.896535571418232,4020.4799999999987,0,3,,-84.79999999999609
2023-01-10 10:09:00,4027.0,4028.2,4025.2,4025.8,1605967,IF2301,2.8717087928473246,4021.209999999998,0,3,,-84.79999999999609
2023-01-10 10:10:00,4025.6,4026.2,4023.8,4025.6,1620045,IF2301,2.878123353204958,4021.7999999999984,0,3,,-84.79999999999609
2023-01-10 10:11:00,4025.4,4026.0,4024.2,4025.0,1576988,IF2301,2.854217185544692,4022.419999999999,0,3,,-84.79999999999609
2023-01-10 10:12:00,4024.8,4027.2,4024.4,4026.6,1626373,IF2301,2.801506326267466,4022.839999999999,0,3,,-84.79999999999609
2023-01-10 10:13:00,4026.4,4027.8,4026.2,4027.0,1459002,IF2301,2.8014310099540793,4023.429999999999,0,3,,-84.79999999999609
2023-01-10 10:14:00,4027.0,4027.4,4023.8,4024.4,1664754,IF2301,2.7413594594563935,4023.929999999999,0,3,,-84.79999999999609
2023-01-10 10:15:00,4024.8,4025.6,4021.8,4022.0,1727453,IF2301,2.784291486483569,4024.2999999999984,0,0,4022.0,-91.99999999999591
2023-01-10 10:16:00,4022.0,4023.4,4021.0,4021.4,1770226,IF2301,2.8350769121593773,4024.3499999999985,0,0,,-91.99999999999591
2023-01-10 10:17:00,4021.4,4023.0,4019.6,4020.4,1659962,IF2301,2.813323066551413,4024.289999999998,0,0,,-91.99999999999591
2023-01-10 10:18:00,4020.0,4020.8,4019.0,4019.8,1718287,IF2301,2.8426569132238466,4024.1699999999973,0,0,,-91.99999999999591
2023-01-10 10:19:00,4019.8,4020.0,4017.2,4018.0,1823963,IF2301,2.7905240675626635,4024.0999999999976,-1,-1,4018.0,-91.99999999999591
